source,target
@RivalIstana,@yusuf_dumdum
@RivalIstana,@yusuf_dumdum
@shasimi99,@Catatan_ali7
@Zanzia6,@bobby_risakotta
@Prakasa_AYP2,@Jhonkosmik
@mentalistighfar,@ekokuntadhi1
@pembualndeso,@Miduk17
@YayanWiyatna7,@KakekHalal
@bantany20,@SUPARDI36493041
@bantany20,@tikno_ad1
@abanese,@Miduk17
@Slamethardjo19,@tvOneNews
@bobi_kunku,@d_t_w_89
Herman@me,@Yourgodmother13
@NenkMonica,@PartaiPerindo
@NenkMonica,@Hary_Tanoe
@NenkMonica,@OfficialRCTI
@NenkMonica,@officialinews_
@NenkMonica,@Official_MNCTV
@ferryberita,@ruhutsitompul
@fadlulrahman,@StefanAntonio__
@andre147147,@yusuf_dumdum
@andre147147,@NasDem
@andre147147,@PKSejahtera
@otak_geser2021,@WinnerWave_
@otak_geser2021,@antn_ja
@otak_geser2021,@PartaiSocmed
@qyonk71,@Del_tahta
@qyonk71,@Penyuka_ombak
@MbahSulurKra,@Miduk17
@narasi_politik,@putripangarep
@rintologi,@suryono_hadi
@rintologi,@GunRomli
@rintologi,@korantempo
@aang_ajadeh,@AirinDatangLagi
@hakunamaku,@yusuf_dumdum
@RivalIstana,@TimnasIndonesia
@Dironotonegoro,@WonogiriPD
@RivalIstana,@Dennysiregar7
@Binsaragih1,@Fido_id_
@Binsaragih1,@teguhs1
@RivalIstana,@ganjarpranowo
@RivalIstana,@ganjarpranowo
@RivalIstana,@ganjarpranowo
@RivalIstana,@BapakFadilLagi
@RivalIstana,@GeiszChalifah
@RivalIstana,@mualangborneo
@RivalIstana,@GeiszChalifah
@RivalIstana,@ganjarpranowo
@RivalIstana,@axma_
@RivalIstana,@ganjarpranowo
@yarukinohearth,@Zafianz1
@yarukinohearth,@bachrum_achmadi
@yarukinohearth,@EkoRachmadi2
@yarukinohearth,@bachrum_achmadi
@AyatulH86561504,@ruhutsitompul
@Mas_Hario,@RagilSemar
@Mas_Hario,@cakimiNOW
@karaeng_lipank,@islah_bahrawi
@affandiasry,@Anak__Ogi
@metamor06878766,@DoankWarto
@tu_bil,@tvOneNews
@042Teguh,@DoankWarto
@042Teguh,@Tulus_nih70
@042Teguh,@tedi_pn78
@042Teguh,@Kimberley_2024
@042Teguh,@Kimberley_2024
@042Teguh,@sospolkw
@042Teguh,@putripangarep
@042Teguh,@MSadeWoO
@042Teguh,@putripangarep
@Scorp_1011,@geloraco
@ariefbudiawan7,@ganjarpranowo
@ariefbudiawan7,@Dennysiregar7
@ariefbudiawan7,@__AnakKolong
@ariefbudiawan7,@ch_chotimah2
@ariefbudiawan7,@pengarang_sajak
@ariefbudiawan7,@Miduk17
@ariefbudiawan7,@Gus_Raharjo
@ariefbudiawan7,@GunRomli
@Scorp_1011,@geloraco
@Scorp_1011,@BangPino__
@Aku_Agung_ae,@MuhiqR
@Aku_Agung_ae,@Tan_Mar3M
@boemialloh72,@HusinShihab
@boemialloh72,@GunRomli
@Dhanaa__,@Hilmi28
@IbnuMokmin,@yusuf_dumdum
@PutihCongor,@Dennysiregar7
@PutihCongor,@ekokuntadhi1
@PutihCongor,@yusuf_dumdum
@PutihCongor,@KakekHalal
@PutihCongor,@adearmando61
@chan_dedot,@CakKhum
@chan_dedot,@joserasyid
@Legiun_101,@darenboys23
@Legiun_101,@adearmando61
@Legiun_101,@RagilSemar
@Legiun_101,@BosPurwa
@Legiun_101,@prabowo
@Legiun_101,@ASoejagad
@Legiun_101,@MuhiqR
@Legiun_101,@Tan_Mar3M
@Legiun_101,@C4kDeep_
@Legiun_101,@BSbukit
@Legiun_101,@RagilSemar
@fanyyfawak,@03__nakula
@fanyyfawak,@cakimiNOW
@mistlef0e,@mistlef0e
@bangjoy838909,@ganjarpranowo
@vbro_w,@GunRomli
@bangjoy838909,@Yurissa_Samosir
@bangjoy838909,@bos_sir
@driveronline_17,@joddie_rose
@driveronline_17,@kurawa
@driveronline_17,@jokowi
@BudiSan75825121,@MikirRasional
@BudiSan75825121,@tvOneNews
@BudiSan75825121,@Dennysiregar7
@bukan_bumbu,@detikcom
@Sembrek2002,@DPP_PKB
@Sembrek2002,@cakimiNOW
@Anak__Ogi,@TeddGus
@Anak__Ogi,@TeddGus
@ShanuseeS,@M45Broo
@Titisan05918772,@vanc1Bozz
@Titisan05918772,@Catatan_ali7
@Titisan05918772,@Miduk17
@NCindrasari,@cobeh2022
@Legiun_101,@ganjarpranowo
@Legiun_101,@ganjarpranowo
@AyatulH86561504,@Dennysiregar7
@AyatulH86561504,@Gerindra
@trap_miki,@M45Broo
@AyatulH86561504,@KompasTV
@RivalIstana,@0Gagal
@rnpranata78,@yusuf_dumdum
@Ara2362022,@kumparan
@nuhe_gaming,@detikcom
@AyatulH86561504,@Paltiwest
@bebe_reuni1946,@JeniJen51026118
@bebe_reuni1946,@tvOneNews
@HatiProperty,@Tan_Mar3M
@Opiniku018,@panonpanda_
@Opiniku018,@geloraco
@En_Batawie15,@GeiszChalifah
@Risol_Isi,@StoryNayua
@OdeMirai,@VIVAcoid
@Opiniku018,@BudiSan40034202
@Opiniku018,@geloraco
@Opiniku018,@lusikhulusiniah
@Opiniku018,@geloraco
@2dibukaB,@sunoto
@2dibukaB,@HartonoPrayitno
@2dibukaB,@lhayesno
@JoelCovid,@ekowboy2
@Binsaragih1,@WinnerWave_
@bungr_herman18,@Putri96960977
@bungr_herman18,@Syeikh_777
@bungr_herman18,@MinmonPS7
@DM_Sihombing16,@tvOneNews
@dimasdnu,@MafiaWasit
@Eka_Alfajri,@TejoTukijo
@Eka_Alfajri,@ch_chotimah2
@achmadkadhafi,@Malika6027
@minionsthe6,@KangManto123
@achmadkadhafi,@Malika6027
@bukan_bumbu,@Mr_Scrypto
@bukan_bumbu,@Jun__Dev
@bukan_bumbu,@VIVAcoid
@bagoesloo,@Yom_N_Friends
@DwipaEkaputra,@askDika
@bukan_bumbu,@VIVAcoid
@dasrulaswin361,@ekokuntadhi1
@Anak__Ogi,@Lembayung071
@ntibuzzer,@BudiPra18953115
@ntibuzzer,@cakimiNOW
@ntibuzzer,@Hilmi28
@ntibuzzer,@_CocoteTonggo_
@ntibuzzer,@islah_bahrawi
@ntibuzzer,@msaid_didu
@ntibuzzer,@cinggaro
@ntibuzzer,@islah_bahrawi
@ntibuzzer,@msaid_didu
@ntibuzzer,@ariffadila
@ntibuzzer,@islah_bahrawi
@ntibuzzer,@msaid_didu
@ntibuzzer,@yusuf_dumdum
@Edytawang,@wahabi92013848
@AnggaPutraF,@GhaziSadikin
@JoelCovid,@Tan_Mar3M
@bangbri82,@Aryprasetyo85
@MarineBlueBlack,@heru_anjas77
@MarineBlueBlack,@langitan99
@ArungMapata4,@abu_waras
@JoelCovid,@ekowboy2
@helloforyou,@GanjarMerakyat
@helloforyou,@HidayatHHP
@yusufagro,@Bank_Joee_
@yusufagro,@bengkeldodo
@RivalIstana,@ruhutsitompul
@HIrvansyah,@abu_waras
@DJ_Luvly,@ajengcute16__
@mbah_momo92,@dokterparu
@etaCepot,@CutSarina5
@etaCepot,@Dennysiregar7
@ynkfz,@Miduk17
@UrangMinang1101,@Yom_N_Friends
@IdKhilafah,@KeishaArita
@dimasprempew,@sociotalker
@ynkfz,@hansssolo
@HadiadiHadi,@KompasTV
@OpickTaufi777,@aniesbaswedan
@omyadhie,@DokterTifa
@Richarderwin_,@Dennysiregar7
@Richarderwin_,@Gerindra
@mdeddyn77,@cobeh2022
@syam_juhri,@bamssoesilo1302
@ukie717,@yusuf_dumdum
@Zanzia6,@ch_chotimah2
@Zanzia6,@Hary_Tanoe
@yuda_a9,@msaid_didu
@Satrio_Prasetya,@Hilmi28
@nuhe_gaming,@tempodotco
@nuhe_gaming,@CNNIndonesia
@nuhe_gaming,@Melpi72
@nuhe_gaming,@jokowi
@tovan_klz,@WAHYU_UNIFORM
@tovan_klz,@Aryprasetyo85
@tovan_klz,@seruanhl
@DavidAlFayed91,@IwelAhmad
@DavidAlFayed91,@Miduk17
@Ara2362022,@bonnietriyana
@Ara2362022,@AhmadSahidah
@Ara2362022,@cobeh2022
@yusufagro,@Kimberley_2024
@yusufagro,@bengkeldodo
@Mustofa1991,@Gerindra
@aditya20519717,@Dennysiregar7
@aditya20519717,@Gerindra
@yarukinohearth,@DiptraD
@yarukinohearth,@Tan_Mar3M
@JokoLipService,@joyo_kacer
@JokoLipService,@seruanhl
@yusufagro,@Tan_Mar3M
@lurkingcorsa,@HerlianaP115932
@lurkingcorsa,@EricSentana68
@mywr1921,@raniachoh
@mywr1921,@WinnerWave_
@Pinokiotukangk1,@jokowi
@jehaleonor,@Catatan_ali7
@jehaleonor,@ganjarpranowo
@ztzfwwcx8h,@RagilSemar
@jonsa61664335,@hc_poirot
@Anwar060373,@ajengcute16__
@Pinokiotukangk1,@jokowi
@BantengRuntuh,@Ariefkasam2
@BantengRuntuh,@abwnews_
@bobi_kunku,@mamaklara1
@bobi_kunku,@Umar_Hasibuan__
@Pake_Nalar,@Hilmi28
@RantaMiss,@Uli_ceria99
@RantaMiss,@adearmando61
@kangf4j4r,@narkosun
@kangf4j4r,@YaqutCQoumas
@Andika93927695,@seruanhl
@Andika93927695,@ch_chotimah2
@Priyo__Muhammad,@Hilmi28
@yoes_ansyah87,@Hasbil_Lbs
@yoes_ansyah87,@FstrongW
@Edison_Nst,@Tan_Mar3M
@gunasatwam,@Pratiwifrtl
@irafas_s,@Iriandi19
@irafas_s,@PutraPe24992947
@UniversZidan,@KangManto123
@UniversZidan,@johhhhnygudhel5
@GRUNGE_GO,@liaasister
@GRUNGE_GO,@kuncupz
@ag_ya_ya,@0Gagal
@ag_ya_ya,@YaqutCQoumas
@UniversZidan,@Miduk17
@irafas_s,@BangPino__
@ar_hman,@Gerald657
@ar_hman,@marlina_idha
@NuryadiWijaya9,@Miduk17
@THE_DJOE,@Muslim_AntiPKI9
@THE_DJOE,@yusuf_dumdum
@nuhe_gaming,@Melpi72
@nuhe_gaming,@jokowi
@AyatulH86561504,@ajengcute16__
@Zeent29,@hc_poirot
@irafas_s,@AdiSuratman14
@irafas_s,@BangPino__
@Ach_Faizal,@detikcom
@thenextbatutah,@BangEdiii
@RhondaShap78883,@LeAmigo17832
@RhondaShap78883,@erickthohir
@ferryberita,@Yom_N_Friends
@RhondaShap78883,@rakhmat_mulyana
@RhondaShap78883,@erickthohir
@RhondaShap78883,@bisatumbuhid
@nikki_jara61908,@dydyaa2
@nikki_jara61908,@erickthohir
@nikki_jara61908,@KemenBUMN
@RJogjangak19945,@aldoprrayoga
@nikki_jara61908,@dydyaa2
@nikki_jara61908,@erickthohir
@nikki_jara61908,@KemenBUMN
@Zanzia6,@KangManto123
@Hollyweed08,@Prasety44990944
@Hollyweed08,@ShamsiAli2
@AhsanHadziq1,@Miduk17
@BudiSan75825121,@CNNIndonesia
@juliansyah_c43,@Yom_N_Friends
@kzaldi1,@Dennysiregar7
@rendrasejati,@AgusYudhoyono
@triyanto_srgn,@aylin_basyasya
@aylin_basyasya,@triyanto_srgn
@handoko_win_w,@ch_chotimah2
@handoko_win_w,@psi_id
@swaracarita,@swaracarita
@inzhapt_76,@Dennysiregar7
@JoelCovid,@JoelCovid
@JoelCovid,@AnnaYellowHeart
@DenBeskap,@Miduk17
@Johnytruee,@Tan_Mar3M
@AbuKitab1,@BangPino__
@TuamaLeleko,@YRadianto
@yogahadinata,@persib
@VIPNetizen,@BoyMart78237185
@VIPNetizen,@BangPino__
@nuhe_gaming,@infomaya_id
@nuhe_gaming,@PartaiSocmed
@boyamir2,@geloraco
@nuhe_gaming,@PartaiSocmed
@priyayi_jogja,@ferizandra
@priyayi_jogja,@tempodotco
@lutfi_g,@afrkml
@yoko_at,@Hilmi28
@Ara2362022,@DarsAlexandra1
@Ara2362022,@ganjarpranowo
@Ashari1981,@BangEdiii
@Alexand31916378,@knpiharis
@Alexand31916378,@ganjarpranowo
@UmidjI,@ngososbanter
@UmidjI,@Hilmi28
@kangf4j4r,@islah_bahrawi
@kangf4j4r,@Leonita_Lestari
@Kang_EsTeh,@Hilmi28
@MukarromahNur78,@vaniepink
@MukarromahNur78,@Dennysiregar7
@boemialloh72,@Miduk17
@arivrh,@MurtadhaOne1
@mbah_momo92,@jansen_jsp
@mbah_momo92,@aniesbaswedan
@arkasa2022,@jansen_jsp
@arkasa2022,@aniesbaswedan
@JoelCovid,@Mdy_Asmara1701
@2dibukaB,@seruanhl
@2dibukaB,@ch_chotimah2
@adeirawan_vrz,@yusuf_dumdum
@halim150787,@StefanAntonio__
@halim150787,@psi_id
@halim150787,@PDI_Perjuangan
@songohan141,@Malika6027
@helmanetty25,@Bangbaros2
@helmanetty25,@ekokuntadhi1
@arumia839,@Tan_Mar3M
@Anak__Ogi,@Ndaxwz
@Anak__Ogi,@Dennysiregar7
@rozali_subhan,@ekokuntadhi1
@MyThepower,@Miduk17
@Doniaja628316,@jansen_jsp
@Doniaja628316,@aniesbaswedan
@MyThepower,@UyokBack
@MyThepower,@prabowo
@knouwlee,@nanaiouyang
@AbraarRudy,@Captein_Bosgenk
@yaudahsihya__,@Gerindra
@bukandirebus,@ekowboy2
@irafas_s,@fmuchtarrr
@caknan6666,@ruhutsitompul
@JoelCovid,@ekowboy2
@SasliRahadi1,@dawiguna
@SasliRahadi1,@kuasabu2
@SasliRahadi1,@adearmando61
@Sucipto18409773,@txtdrpemerintah
@MaulanaNur,@ekowboy2
@MaulanaNur,@ekowboy2
@_NoPork_NoLard_,@Migran_TV_7777
@_NoPork_NoLard_,@jokowi
@Legiun_101,@yennywahid
@Legiun_101,@_CocoteTonggo_
@Legiun_101,@adearmando61
@Warmuna3,@seruanhl
@Warmuna3,@ch_chotimah2
@JhonDoe60200248,@bachrum_achmadi
@Djokotingkir007,@RonnieCool8
@Djokotingkir007,@musniumar
@sirkushidup,@narkosun
@sirkushidup,@YaqutCQoumas
@Robert51827457,@ekokuntadhi1
@rodG_soFast,@DarsAlexandra1
@rodG_soFast,@islah_bahrawi
@pengemb4r44,@narkosun
@joyo_kacer,@seruanhl
@joyo_kacer,@ch_chotimah2
@ShanuseeS,@Maruahalsiahaa2
@CaveMan191919,@Tita83079013
@iskandar45v,@Greendboyz
@iskandar45v,@kompascom
@budiono8520,@datuakrajoangek
@UniversZidan,@Cucu4Anak4
@UniversZidan,@Trending_Issue
@UniversZidan,@Trending_Issue
@Rejojoyo1,@Migran_TV_7777
@Rejojoyo1,@jokowi
@Legiun_101,@RagilSemar
@Rudiandi05,@bachrum_achmadi
@metalalfaqir_,@DPP_PKB
@metalalfaqir_,@cakimiNOW
@koang49777,@Dennysiregar7
@irwanmuhammad02,@Paltiwest
@begajulanbet,@tunjungutomo
@begajulanbet,@tubirfess
@begajulanbet,@wonpiri_pie
@begajulanbet,@tubirfess
@BALAK16292449,@Dennysiregar7
@BALAK16292449,@KPK_RI
@irafas_s,@Bang_julRay
@irafas_s,@rnpranata78
@UlumuddinAceng,@ekokuntadhi1
@hakunamaku,@islah_bahrawi
@driveronline_17,@kurawa
@Hari69425176,@DrEvaChaniago
@Bengaoks01,@KompasTV
@zkzainal,@mbah_momo92
@zkzainal,@HukumDan
@zkzainal,@novie_bule142
@OligarkiBangs4t,@Dennysiregar7
@akaza48,@idextratime
@proletarkaffah,@irwndfrry
@proletarkaffah,@irwndfrry
@caknan6666,@triwul82
@AyatulH86561504,@GunRomli
@rachmat_ezadewa,@Abaaah
@ntibuzzer,@Sigromilir01
@ntibuzzer,@__AnakKolong
@rasulkita1,@Ndons_Back
@rasulkita1,@islah_bahrawi
@ntibuzzer,@EviDrajat
@ntibuzzer,@EkieDoN
@ntibuzzer,@ekowboy2
@Shin23q,@awemany
@Alexander_6890,@KangManto123
@Alexander_6890,@adearmando61
@Alexander_6890,@Affan79992133
@Erwinbjm1,@Dennysiregar7
@ntibuzzer,@CNNIndonesia
@Ghovar4,@putrisakera
@pinggirtaman,@Cattl3yya
@pinggirtaman,@KompasTV
@pinggirtaman,@PKSejahtera
@mwildhan,@DarsAlexandra1
@mwildhan,@islah_bahrawi
@begajulanbet,@thekittycuddler
@begajulanbet,@tubirfess
@Surpage1990,@svarnajhagat
@Surpage1990,@Miduk17
@Surpage1990,@ch_chotimah2
@nuhe_gaming,@GamawanMaskar
@nuhe_gaming,@DarsAlexandra1
@nuhe_gaming,@islah_bahrawi
@BudiSan75825121,@msaid_didu
@nuhe_gaming,@DarsAlexandra1
@nuhe_gaming,@islah_bahrawi
@ntibuzzer,@Suryo52573671
@ntibuzzer,@HeryIdris5
@Jhon20674090,@islah_bahrawi
@ntibuzzer,@islah_bahrawi
@akaza48,@axma_
@akaza48,@aniesbaswedan
@agisubagio,@DarsAlexandra1
@agisubagio,@islah_bahrawi
@gunsujatnika,@JohanRio
@gunsujatnika,@akhbow
@gunsujatnika,@gamahimself
@iam_buddyz,@tvOneNews
@Gumilar86230032,@alisyarief
@nomore658337054,@ajengcute16__
@da_tator_id,@ajengcute16__
@nikki_jara61908,@aro_6ansi
@nikki_jara61908,@erickthohir
@nomore658337054,@BosPurwa
@nomore658337054,@kompascom
@nikki_jara61908,@aryadwipanggak1
@nikki_jara61908,@erickthohir
@RhondaShap78883,@dydyaa2
@RhondaShap78883,@erickthohir
@fredy8535086671,@Dennysiregar7
@Ach_Faizal,@Yurissa_Samosir
@Ach_Faizal,@CingAlung
@CaveMan191919,@IwanIwanely72
@CaveMan191919,@ZeboLady
@amdhikaa,@psi_id
@amdhikaa,@angewwie
@IyanBramastya,@Dick_Soil37
@IyanBramastya,@yunartowijaya
@masakanrasako,@BosPurwa
@MaulanaNur,@ekowboy2
@MaulanaNur,@JokGakLow
@MaulanaNur,@ekowboy2
@MaulanaNur,@ekowboy2
@redvelvtlatte,@xwitchat
@redvelvtlatte,@tubirfess
@ntibuzzer,@islah_bahrawi
@ntibuzzer,@chingcirivietz
@ntibuzzer,@islah_bahrawi
@ntibuzzer,@islah_bahrawi
@ntibuzzer,@aro_6ansi
@ntibuzzer,@islah_bahrawi
@ntibuzzer,@Suryo52573671
@ntibuzzer,@HeryIdris5
@ntibuzzer,@tony_upr
@ntibuzzer,@HeryIdris5
@ntibuzzer,@HeryIdris5
@ntibuzzer,@henrysubiakto
@aang_ajadeh,@StefanAntonio__
@aang_ajadeh,@KopiVeteran
@mencarimu123,@mbah_BEDOR
@mencarimu123,@yuzinatalia
@CaveMan191919,@Tita83079013
@halo16447,@yusuf_dumdum
@kucingantuk0004,@msaid_didu
@gustikajusup,@pemerha85690581
@gustikajusup,@yusuf_dumdum
@CarolineSarah5,@Lopes89555059
@CarolineSarah5,@datuakrajoangek
@nomore658337054,@VIVAcoid
@Legiun_101,@hipohan
@whendarkness_,@alphacanis_146
@whendarkness_,@betchuuu
@whendarkness_,@ropirupi___
@Legiun_101,@AchmadAnnama
@lurkingcorsa,@ejanghadian
@lurkingcorsa,@ZaflaabaeRV
@Legiun_101,@Ndons_Back
@Legiun_101,@ferrykoto
@lurkingcorsa,@ejanghadian
@lurkingcorsa,@HerlianaP115932
@dzakamalik,@uswahabibah
@yusufagro,@Kentangputihe
@yusufagro,@corbuzier
@maxversatan,@MafiaWasit
@suaralebay,@tvOneNews
@AjiNugr88627756,@BosPurwa
@AjiNugr88627756,@jokowi
@NurAini94068650,@angewwie
@niwseir,@Eghi_1996
@ghazimgftovreeh,@narkosun
@RivalIstana,@Sepriantoro3
@RivalIstana,@BabyBlue2024
@fear37030,@Dennysiregar7
@arif_andira30,@03__nakula
@minionsthe6,@pedagang_kritik
@minionsthe6,@angewwie
@ntibuzzer,@dongo649261807
@ntibuzzer,@ZAEffendy
@ntibuzzer,@msaid_didu
@ntibuzzer,@PutraPangalana
@ntibuzzer,@HukumDan
@2dibukaB,@DoankWarto
@AgusSumanas,@koh_amy27
@AgusSumanas,@Dick_Soil37
@AgusSumanas,@yunartowijaya
@brofyanlandy220,@narkosun
@rt09rw03,@myplce_
@rt09rw03,@vickyelkhaer
@rt09rw03,@strike_bravo_b
@trap_miki,@tempodotco
@Always_think07,@Prihati_utami
@AyatulH86561504,@BosPurwa
@mencarimu123,@yuzinatalia
@mencarimu123,@Kopirobusta9
@mencarimu123,@HukumDan
@Cebi_Nusantara,@r4mz4n1
@Cebi_Nusantara,@narkosun
@zuljoelzul,@sandalista1789
@Cebi_Nusantara,@r4mz4n1
@Cebi_Nusantara,@narkosun
@Cebi_Nusantara,@janibegidi
@Cebi_Nusantara,@narkosun
@Cebi_Nusantara,@DeyanJuna
@Cebi_Nusantara,@narkosun
@abby_amr,@ARSIPAJA
@_syahid,@tempodotco
@izalisal_,@GRUNGE_GO
@jonbosra,@tempodotco
@niwseir,@partai_hijau
@niwseir,@psi_id
@AhsanHadziq1,@Miduk17
@farell_farellio,@SmokesOnMyHead
@farell_farellio,@biruhitam_08
@Warmuna3,@Tita83079013
@aintfromhell,@gagal_hijrah
@SituSotoSato,@NtrovertID
@SituSotoSato,@tanyarlfes
@dzakamalik,@Okki_Sutanto
@lurkingcorsa,@ike_hw71
@lurkingcorsa,@ekokuntadhi1
@irafas_s,@WinnerWave_
@lurkingcorsa,@__AnakKolong
@RafaCyril,@nongandah
@RafaCyril,@ganjarpranowo
@Yosriza27781045,@prastow
@fadlulrahman,@MurtadhaOne1
@SOERYAW4DI,@tunnov
@SOERYAW4DI,@Hegie_bae
@lurkingcorsa,@BungaCempaka22
@lurkingcorsa,@andreas_nkri
@JoeWongJaVa,@Miduk17
@Tulus_nih70,@Nicho_Silalahi
@Tulus_nih70,@aniesbaswedan
@fear37030,@ekowboy2
@hazorgh,@Dennysiregar7
@dimasprempew,@msaid_didu
@ParlaBGR,@Jhonkosmik
@RahimiNaali,@sutanmangara
@paku24567,@MujitoBewing
@paku24567,@Yusrilihza_Mhd
@mirdi77,@adearmando61
@EdySupr44468624,@rmol_id
@EdySupr44468624,@aniesbaswedan
@billy4riez,@cakimiNOW
@ikhlas09648503,@Hartnq1
@ikhlas09648503,@tvOneNews
@PuanMaharAnu,@VIVAcoid
@benjaminhandali,@Yayat24000848
@benjaminhandali,@msaid_didu
@Rachmayanto,@puspita3_eka
@aenesaja,@geloraco
@Bagindo_Radjo,@Bambangelf
@hadi24154186791,@MardaniAliSera
@hadi24154186791,@PKSejahtera
@ariiiiiss,@SeputarAHY
@TopiHitam007,@KompasTV
@muhammadrobbah,@cakimiNOW
@muttaqindepok,@abu_waras
@tribunpontianak,@YouTube
@Polusi_udara01,@musniumar
@johnlordds,@riskisaputra900
@johnlordds,@triwul82
@romi_darwi70290,@Dennysiregar7
@otake_jo,@Hasbil_Lbs
@otake_jo,@goldenbanana12r
@DPWPKBSULSEL08,@cakimiNOW
@DPWPKBSULSEL08,@EmHasanuddin
@DPWPKBSULSEL08,@DPP_PKB
@DPWPKBSULSEL08,@azhar_arsyad
@DPWPKBSULSEL08,@pkb_makassar
@DPWPKBSULSEL08,@DPC_PKB_Luwu01
@DPWPKBSULSEL08,@MarosDpc
@DPWPKBSULSEL08,@DpcPangkep
@MilihPribumi,@OposisiCerdas
@MiritSatu,@HeriFirdausas
@MiritSatu,@ainunnajib
@tribunpontianak,@YouTube
@AmatKriwil,@MurtadhaOne1
suhartonotemon18@gmail,@Dennysiregar7
@hari62582721470,@Affan79992133
@MartiasM1,@kompascom
@rasya2125,@Hasbil_Lbs
@rasya2125,@goldenbanana12r
@MAbsuh,@yudha4efah
@MAbsuh,@abu_waras
@abdil82236106,@tvOneNews
@Karsono12732862,@AndiSinulingga
@abdil82236106,@tvOneNews
@abdil82236106,@tvOneNews
@martua_3,@VIVAcoid
@abdil82236106,@dAsalbantani
@abdil82236106,@CNNIndonesia
@wisbasiwis,@dpwpkbjatim_
@wisbasiwis,@cakimiNOW
@Tosawijaya1969,@hnurwahid
@Tosawijaya1969,@PKSejahtera
@hudakalimullah,@cakimiNOW
@tribunpontianak,@YouTube
@bhoel1983,@KompasTV
@bhoel1983,@detikcom
@PalupiPalu6963,@bos_sir
@PalupiPalu6963,@aniesbaswedan
@Kimberley_2024,@Hasbil_Lbs
@Cak_Hariy,@cakimiNOW
@onni_saputra99,@irulgo2020
@onni_saputra99,@tvOneNews
@algoritma67,@OposisiCerdas
@onni_saputra99,@BfBng
@onni_saputra99,@tvOneNews
@beritajatimcom,@beritajatimcom
@e2oliHhZSkBYTFc,@rmol_id
@winhartoyo,@tvOneNews
ayahyayas @rednibras,@tempodotco
@AnsoriA20877190,@ommi_siregar
@dabenone3,@ronaldy596
@dabenone3,@syahkola1
@carvalho_nemo,@AndiSinulingga
@aan_media,@aan_media
@jogjaproland,@AlissaWahid
@jogjaproland,@yennywahid
@jogjaproland,@cakimiNOW
@Rachmayanto,@yumi_cumi00
@Rachmayanto,@Bapirau1
@Rachmayanto,@musniumar
@TaryokoL,@voiceofpkb
@TaryokoL,@DPP_PKB
@TaryokoL,@cakimiNOW
@mr6906552664,@DoankWarto
@OmarHeza,@OmarHeza
@maha_robi,@maha_robi
@TaryokoL,@voiceofpkb
@TaryokoL,@DPP_PKB
@TaryokoL,@cakimiNOW
@cindygulla112,@KusummaYuddha
@cindygulla112,@KusummaYuddha
@tribunpontianak,@YouTube
@hasel09,@detikcom
@UsmanAbdS2,@OposisiCerdas
@rabudi2000,@tvOneNews
@BapaEnte,@OposisiCerdas
@ichu73,@geloraco
@Clandestine2194,@ekokuntadhi1
@ZAMHARIBASYIR1,@cakimiNOW
@Kaum_Kerokan,@Bambangelf
@efendi_yul,@musniumar
@benuaandin,@adearmando61
@_bangagoengDuA,@Pierowae96
@Arivrahmanovic,@Official_Ansor
@Lala_shelala,@theo12_ini
@Lala_shelala,@babegalak02
@qorniawan1977,@03__nakula
@qorniawan1977,@cakimiNOW
@dayana47631052,@vanc1Bozz
@dayana47631052,@aniesbaswedan
@billy4riez,@cakimiNOW
@iqbal_78,@Partono_ADjem
@ilhamjati4,@CakKhum
@FSulliven,@iyant_blanz
@FSulliven,@ikainhere
@FSulliven,@cakimiNOW
@Ill_Tsar,@ekowboy2
@AnwarSholikin5,@BangPino__
@DesaJamhari,@OposisiCerdas
@ChikaPetshop,@detikcom
@WidiaRiyad,@Ariefkasam2
@WidiaRiyad,@aniesbaswedan
@conradsp2,@sutanmangara
@widhindra19,@adearmando61
@gunoto777,@musniumar
@Schlossthe6,@Miduk17
@rmp_officials,@cakimiNOW
@dayana47631052,@PresidenKopi
@allysawillow,@BANGSAygSUJUD
@allysawillow,@Gerindra
@farid_bawazir,@RajaJuliAntoni
@farid_bawazir,@feira24
@farid_bawazir,@jokowi
@D002832,@cakimiNOW
@JurnalAspirasi,@tvOneNews
@masakanrasako,@Umar_Hasibuan__
@masakanrasako,@aniesmania
@masakanrasako,@cakimiNOW
@PutrantoYogie,@musniumar
@nobohong,@tvOneNews
@Adaadaajadehsih,@musniumar
@D002832,@RomitsuT
@R_GUN4W4N,@Metro_TV
@adinda_Sindiya,@irafas_s
@adinda_Sindiya,@ekoguruoke
@adinda_Sindiya,@GeiszChalifah
@nahatirispisan,@RudiSoekoco
@nahatirispisan,@Alfi_RPiliang
@nahatirispisan,@aniesbaswedan
@Arya53149945,@ikainhere
@anas_pnk90,@Mdy_Asmara1701
@sukardihan95242,@cakimiNOW
@sukardihan95242,@GUSDURians
@sukardihan95242,@GUSDURians
@RudiBudiman80,@PresidenKopi
@aanniinnd,@Ahmadsarifuddi8
@aanniinnd,@MuhammadiyinGL
@dellov,@MARQUEZ__93
@dellov,@ZkiTommy
@sla__met,@hasyimmah
@aang_ajadeh,@aang_ajadeh
@aang_ajadeh,@KompasTV
@Yayat24000848,@msaid_didu
@RerySabarudin,@voiceofpkb
@RerySabarudin,@DPP_PKB
@RerySabarudin,@cakimiNOW
@RerySabarudin,@cakimiNOW
@Aliahma69080079,@agussalamun99
